customer_id,age,tenure_months,num_products,avg_order_value_eur,support_tickets_90d,days_since_last_order,region,event_date,churn_label
CUST-000795,26,114,7,138.42,8,72,NORDIC,2026-03-26,0
CUST-000796,47,15,4,117.01,7,151,EE,2026-03-29,1
CUST-000797,70,108,1,45.81,0,23,IBERIA,2026-03-26,0
CUST-000798,68,10,10,88.51,0,173,BENELUX,2026-03-26,1
CUST-000799,60,2,8,52.33,3,138,BENELUX,2026-04-18,1
CUST-000800,22,100,10,24.74,5,163,NORDIC,2026-03-24,1
CUST-000801,70,46,5,206.64,6,43,NORDIC,2026-04-08,0
CUST-000802,20,89,2,106.81,2,38,IBERIA,2026-04-08,0
CUST-000803,31,28,11,97.91,3,154,EE,2026-04-17,1
CUST-000804,42,37,3,90.91,3,33,EE,2026-04-19,0
CUST-000805,21,36,11,131.21,0,60,NORDIC,2026-03-22,0
CUST-000806,22,110,11,79.31,8,72,BENELUX,2026-04-20,0
CUST-000807,37,19,4,191.95,4,135,NORDIC,2026-04-20,1
CUST-000808,18,63,12,156.05,4,94,BENELUX,2026-03-22,1
CUST-000809,72,24,10,165.31,8,13,EE,2026-04-02,0
CUST-000810,26,102,5,78.41,7,6,NORDIC,2026-03-23,0
CUST-000811,19,101,10,17.83,3,22,IBERIA,2026-04-18,0
CUST-000812,33,86,11,92.2,8,44,BENELUX,2026-03-22,0
CUST-000813,48,119,11,166.11,2,125,IBERIA,2026-04-08,0
CUST-000814,46,46,7,30.24,5,65,BENELUX,2026-04-07,0
CUST-000815,39,46,6,87.84,7,57,DACH,2026-04-12,0
CUST-000816,42,60,7,115.57,1,46,NORDIC,2026-03-24,0
CUST-000817,31,88,10,190.06,3,148,BENELUX,2026-04-02,1
CUST-000818,63,35,1,210.57,2,118,DACH,2026-04-10,0
CUST-000819,34,8,4,164.59,1,53,EE,2026-04-20,0
CUST-000820,57,56,12,141.8,2,120,EE,2026-04-01,0
CUST-000821,29,114,5,205.9,5,129,IBERIA,2026-04-15,1
CUST-000822,56,28,10,218.16,1,33,BENELUX,2026-04-07,0
CUST-000823,56,118,2,49.79,1,176,IBERIA,2026-04-10,1
CUST-000824,62,77,6,89.04,3,145,DACH,2026-03-22,1
CUST-000825,68,37,12,36.05,2,21,BENELUX,2026-04-16,0
CUST-000826,64,5,11,91.42,6,167,DACH,2026-04-20,1
CUST-000827,30,1,7,74.03,4,64,BENELUX,2026-04-09,0
CUST-000828,31,35,3,190.95,4,64,EE,2026-03-27,0
CUST-000829,23,102,5,49.63,6,150,DACH,2026-04-01,1
CUST-000830,27,8,3,231.16,7,161,IBERIA,2026-04-09,1
CUST-000831,38,92,3,123.52,8,61,DACH,2026-03-25,0
CUST-000832,52,81,6,172.13,8,114,DACH,2026-04-20,1
CUST-000833,52,78,6,66.24,3,48,DACH,2026-04-20,0
CUST-000834,60,76,7,64.75,0,15,BENELUX,2026-04-11,0
CUST-000835,48,66,8,222.9,6,165,NORDIC,2026-04-09,1
CUST-000836,25,48,8,53.94,8,105,NORDIC,2026-03-22,1
CUST-000837,36,60,5,203.8,0,61,BENELUX,2026-04-14,0
CUST-000838,40,24,11,200.4,4,96,IBERIA,2026-03-25,1
CUST-000839,70,111,2,93.53,8,72,IBERIA,2026-03-29,0
CUST-000840,47,26,6,131.34,5,30,NORDIC,2026-03-28,0
CUST-000841,24,9,12,213.13,8,93,IBERIA,2026-04-09,1
CUST-000842,63,73,10,99.82,6,91,EE,2026-04-08,1
CUST-000843,20,42,11,231.55,6,3,BENELUX,2026-03-30,0
CUST-000844,27,29,3,148.8,7,80,IBERIA,2026-03-29,0
CUST-000845,58,35,3,35.74,8,65,EE,2026-04-16,0
CUST-000846,23,24,12,77.41,2,83,NORDIC,2026-04-06,0
CUST-000847,47,118,11,45.66,5,50,IBERIA,2026-04-09,0
CUST-000848,22,53,5,48.82,0,69,IBERIA,2026-04-12,0
CUST-000849,57,28,8,25.87,0,47,DACH,2026-04-14,0
CUST-000850,29,102,10,146.49,7,39,DACH,2026-04-21,0
CUST-000851,58,80,3,88.18,3,92,BENELUX,2026-04-02,1
CUST-000852,58,20,6,22.74,2,155,NORDIC,2026-04-03,1
CUST-000853,34,51,1,123.3,2,142,IBERIA,2026-03-31,0
CUST-000854,56,83,1,231.46,5,50,IBERIA,2026-04-04,0
CUST-000855,60,120,5,191.6,3,168,IBERIA,2026-04-07,1
CUST-000856,46,88,9,51.62,0,12,NORDIC,2026-04-09,0
CUST-000857,56,56,5,176.63,6,96,BENELUX,2026-04-08,1
CUST-000858,54,119,11,87.68,0,174,EE,2026-04-08,1
CUST-000859,65,65,6,227.77,2,174,DACH,2026-04-05,1
CUST-000860,29,42,6,199.97,5,148,IBERIA,2026-04-16,1
CUST-000861,42,74,7,147.9,7,47,BENELUX,2026-04-15,0
CUST-000862,46,104,12,206.43,2,83,IBERIA,2026-04-14,0
CUST-000863,52,81,12,157.34,4,105,BENELUX,2026-04-06,1
CUST-000864,29,8,4,198.52,4,119,BENELUX,2026-04-13,1
CUST-000865,44,82,7,39.76,4,110,NORDIC,2026-04-18,1
CUST-000866,64,120,12,105.78,4,153,EE,2026-04-20,1
CUST-000867,28,49,9,206.22,8,101,IBERIA,2026-03-28,1
CUST-000868,51,95,8,236.51,8,178,EE,2026-03-22,1
CUST-000869,56,22,5,224.02,4,64,BENELUX,2026-03-31,0
CUST-000870,51,120,7,161.07,5,21,NORDIC,2026-04-08,0
CUST-000871,60,103,5,79.17,1,58,EE,2026-04-04,0
CUST-000872,52,30,4,142.94,3,25,DACH,2026-04-09,0
CUST-000873,48,75,7,152.61,3,68,BENELUX,2026-04-01,0
CUST-000874,49,107,10,242.81,3,126,BENELUX,2026-04-01,1
CUST-000875,23,79,11,221.01,8,0,BENELUX,2026-03-23,0
CUST-000876,42,103,4,37.51,0,19,NORDIC,2026-04-16,0
CUST-000877,27,4,4,151.28,0,160,NORDIC,2026-04-17,1
CUST-000878,33,28,7,164.73,1,49,BENELUX,2026-03-31,0
CUST-000879,55,9,9,56.7,4,1,BENELUX,2026-04-06,0
CUST-000880,25,6,9,154.77,2,62,IBERIA,2026-04-06,0
CUST-000881,29,24,10,96.7,0,28,DACH,2026-03-24,0
CUST-000882,60,109,8,129.2,3,25,NORDIC,2026-04-09,0
CUST-000883,62,116,1,177.2,0,1,EE,2026-04-01,0
CUST-000884,42,97,6,213.07,1,118,BENELUX,2026-03-26,0
CUST-000885,72,97,5,139.45,2,75,NORDIC,2026-04-15,0
CUST-000886,25,101,6,229.58,8,123,NORDIC,2026-04-12,1
CUST-000887,45,93,10,42.09,7,77,IBERIA,2026-04-01,0
CUST-000888,18,8,3,128.41,8,115,EE,2026-03-22,1
CUST-000889,21,24,1,161.46,0,65,EE,2026-04-21,0
CUST-000890,36,111,11,182.64,8,51,DACH,2026-04-16,0
CUST-000891,25,108,7,171.52,3,42,DACH,2026-04-21,0
CUST-000892,34,48,12,32.88,3,45,BENELUX,2026-04-17,0
CUST-000893,63,88,8,105.33,5,47,NORDIC,2026-04-17,0
CUST-000894,23,84,4,41.25,0,41,IBERIA,2026-04-07,0
CUST-000895,28,73,9,239.31,5,74,BENELUX,2026-04-16,0
CUST-000896,61,114,1,38.85,6,126,DACH,2026-04-09,1
CUST-000897,25,58,7,246.99,8,28,IBERIA,2026-03-27,0
CUST-000898,65,107,3,238.97,8,105,DACH,2026-04-16,1
CUST-000899,30,41,9,108.29,1,85,NORDIC,2026-03-28,0
CUST-000900,32,22,1,55.1,6,113,DACH,2026-04-02,1
CUST-000901,48,74,11,204.62,4,21,NORDIC,2026-04-15,0
CUST-000902,61,83,1,99.83,0,72,BENELUX,2026-04-19,0
CUST-000903,67,78,2,29.25,8,71,NORDIC,2026-04-21,0
CUST-000904,18,58,9,75.97,5,81,NORDIC,2026-04-16,0
CUST-000905,49,71,8,29.64,4,105,IBERIA,2026-04-05,1
CUST-000906,57,33,8,26.63,6,115,DACH,2026-04-04,1
CUST-000907,59,84,8,107.28,3,6,NORDIC,2026-03-26,0
CUST-000908,32,6,6,92.0,5,130,DACH,2026-04-19,1
CUST-000909,28,64,8,165.69,2,113,IBERIA,2026-04-14,0
CUST-000910,29,120,10,21.06,2,140,EE,2026-03-23,0
CUST-000911,41,31,2,36.15,2,2,BENELUX,2026-04-19,0
CUST-000912,19,106,7,225.41,3,65,IBERIA,2026-04-04,0
CUST-000913,56,4,1,100.51,1,158,BENELUX,2026-04-12,1
CUST-000914,22,6,2,173.48,6,80,NORDIC,2026-03-25,0
CUST-000915,47,61,1,172.04,1,22,NORDIC,2026-04-04,0
CUST-000916,45,46,9,145.69,7,145,BENELUX,2026-04-01,1
CUST-000917,68,85,5,209.91,1,41,IBERIA,2026-03-29,0
CUST-000918,58,85,5,142.61,0,78,DACH,2026-03-22,0
CUST-000919,51,32,2,150.72,8,168,DACH,2026-04-18,1
CUST-000920,62,97,7,132.46,4,85,IBERIA,2026-04-07,0
CUST-000921,55,57,6,45.37,6,18,EE,2026-04-09,0
CUST-000922,48,95,1,148.53,0,24,DACH,2026-04-07,0
CUST-000923,22,55,8,219.44,4,84,IBERIA,2026-03-28,0
CUST-000924,27,103,11,63.32,0,33,DACH,2026-04-13,0
CUST-000925,37,91,8,133.62,5,58,BENELUX,2026-04-07,0
CUST-000926,30,59,12,49.96,2,82,EE,2026-03-23,0
CUST-000927,35,46,9,147.54,2,136,IBERIA,2026-03-27,0
CUST-000928,49,31,3,244.93,5,128,BENELUX,2026-04-02,1
CUST-000929,58,78,12,94.77,3,55,IBERIA,2026-03-24,0
CUST-000930,62,88,5,22.05,0,41,EE,2026-04-14,0
CUST-000931,60,74,7,60.93,8,102,EE,2026-03-27,1
CUST-000932,36,68,9,82.21,4,98,BENELUX,2026-03-31,1
CUST-000933,53,59,4,89.98,3,149,IBERIA,2026-03-27,1
CUST-000934,63,87,4,156.65,5,33,EE,2026-03-29,0
CUST-000935,47,71,7,54.01,6,169,BENELUX,2026-04-06,1
CUST-000936,71,32,4,216.36,5,57,DACH,2026-03-22,0
CUST-000937,72,50,2,111.58,2,14,BENELUX,2026-04-14,0
CUST-000938,34,35,12,221.21,0,29,DACH,2026-04-10,0
CUST-000939,62,51,6,56.61,3,65,IBERIA,2026-04-15,0
CUST-000940,53,52,7,57.76,2,135,BENELUX,2026-04-15,0
CUST-000941,36,47,5,77.59,7,8,NORDIC,2026-03-27,0
CUST-000942,37,92,4,78.66,1,167,NORDIC,2026-03-23,1
CUST-000943,24,19,8,94.79,1,19,EE,2026-04-13,0
CUST-000944,59,38,5,54.17,5,122,DACH,2026-04-01,1
CUST-000945,29,71,11,195.54,8,76,IBERIA,2026-04-14,0
CUST-000946,22,65,3,161.64,1,93,DACH,2026-03-23,0
CUST-000947,59,53,10,55.8,4,125,NORDIC,2026-03-31,1
CUST-000948,55,50,10,221.43,4,45,IBERIA,2026-04-16,0
CUST-000949,38,33,4,168.17,7,52,EE,2026-04-02,0
CUST-000950,66,68,11,148.93,7,95,DACH,2026-04-10,1
CUST-000951,47,31,6,205.23,0,15,NORDIC,2026-04-10,0
CUST-000952,32,84,5,127.82,1,135,EE,2026-04-16,0
CUST-000953,39,118,8,205.99,3,12,EE,2026-04-16,0
CUST-000954,22,34,1,185.18,5,50,DACH,2026-04-17,0
CUST-000955,33,33,12,127.42,6,76,IBERIA,2026-03-22,0
CUST-000956,65,22,1,247.12,4,52,DACH,2026-03-23,0
CUST-000957,45,35,7,188.04,6,3,EE,2026-04-09,0
CUST-000958,69,15,10,162.26,0,96,BENELUX,2026-03-29,0
CUST-000959,24,58,3,202.75,4,155,DACH,2026-04-05,1
CUST-000960,62,117,11,23.69,7,153,NORDIC,2026-04-21,1
CUST-000961,46,55,2,97.25,1,68,DACH,2026-04-18,0
CUST-000962,18,14,3,185.87,2,81,BENELUX,2026-04-19,0
CUST-000963,34,54,1,59.0,0,0,IBERIA,2026-04-16,0
CUST-000964,68,72,9,241.04,8,106,BENELUX,2026-04-18,1
CUST-000965,53,119,7,223.8,2,15,NORDIC,2026-03-29,0
CUST-000966,27,90,6,23.62,8,75,IBERIA,2026-04-02,0
CUST-000967,56,51,11,191.82,6,158,IBERIA,2026-04-05,1
CUST-000968,20,113,1,167.12,4,41,NORDIC,2026-04-19,0
CUST-000969,34,36,7,18.25,4,34,IBERIA,2026-04-14,0
CUST-000970,33,108,12,213.32,7,43,IBERIA,2026-04-19,0
CUST-000971,41,92,3,136.92,5,148,NORDIC,2026-03-29,1
CUST-000972,38,77,11,125.57,4,116,IBERIA,2026-04-15,1
CUST-000973,66,115,10,133.4,7,179,EE,2026-04-14,1
CUST-000974,49,4,8,150.07,5,80,EE,2026-04-01,0
CUST-000975,46,69,7,18.73,3,99,NORDIC,2026-03-29,1
CUST-000976,41,81,10,66.33,1,10,NORDIC,2026-03-29,0
CUST-000977,38,87,1,196.38,8,26,BENELUX,2026-04-03,0
CUST-000978,69,8,7,189.38,3,87,BENELUX,2026-04-05,0
CUST-000979,44,46,10,163.68,8,161,IBERIA,2026-04-08,1
CUST-000980,44,92,4,98.94,0,158,IBERIA,2026-03-23,1
CUST-000981,49,118,6,213.63,6,4,BENELUX,2026-04-19,0
CUST-000982,36,8,3,106.51,1,128,BENELUX,2026-04-09,0
CUST-000983,51,40,1,220.96,4,26,BENELUX,2026-03-25,0
CUST-000984,36,36,1,132.9,5,149,EE,2026-04-01,1
CUST-000985,41,30,4,94.04,5,103,NORDIC,2026-04-01,1
CUST-000986,66,32,12,237.12,7,116,NORDIC,2026-04-20,1
CUST-000987,61,106,6,196.75,7,106,NORDIC,2026-04-07,1
CUST-000988,34,115,9,205.91,3,124,NORDIC,2026-03-29,1
CUST-000989,22,118,3,55.07,2,84,NORDIC,2026-03-22,0
CUST-000990,44,105,8,201.37,8,74,DACH,2026-04-19,0
CUST-000991,67,85,3,215.24,7,83,IBERIA,2026-04-03,0
CUST-000992,35,97,10,176.12,2,159,IBERIA,2026-04-11,1
CUST-000993,68,113,10,108.39,2,53,NORDIC,2026-03-31,0
CUST-000994,21,112,4,171.22,0,36,NORDIC,2026-04-13,0
CUST-000995,21,5,9,76.62,7,0,DACH,2026-04-11,0
CUST-000996,36,74,3,112.49,1,32,NORDIC,2026-04-06,0
CUST-000997,71,114,12,142.68,5,56,DACH,2026-03-30,0
CUST-000998,63,26,4,93.42,7,96,EE,2026-04-12,1
CUST-000999,26,54,12,117.08,1,79,BENELUX,2026-04-21,0
CUST-001000,40,35,3,20.27,0,130,BENELUX,2026-04-15,0
CUST-001001,22,34,9,155.72,6,19,EE,2026-04-06,0
CUST-001002,51,25,3,167.91,7,36,NORDIC,2026-04-02,0
CUST-001003,31,115,12,134.28,3,168,NORDIC,2026-04-18,1
CUST-001004,23,92,7,26.34,1,123,BENELUX,2026-04-15,0
CUST-001005,50,107,6,83.59,3,15,DACH,2026-04-05,0
CUST-001006,44,84,11,204.01,4,63,IBERIA,2026-04-20,0
CUST-001007,19,86,11,157.14,2,173,BENELUX,2026-04-19,1
CUST-001008,52,29,1,186.82,7,141,DACH,2026-04-20,1
CUST-001009,49,75,12,244.45,3,106,IBERIA,2026-04-06,1
CUST-001010,33,59,7,95.38,7,116,IBERIA,2026-04-09,1
CUST-001011,37,40,6,160.1,5,89,DACH,2026-04-15,0
CUST-001012,57,33,6,204.38,8,28,NORDIC,2026-04-15,0
CUST-001013,21,46,3,104.72,1,27,BENELUX,2026-04-03,0
CUST-001014,33,41,1,141.27,5,52,BENELUX,2026-04-15,0
CUST-001015,59,89,2,63.36,3,48,DACH,2026-04-12,0
CUST-001016,39,84,12,199.58,8,80,IBERIA,2026-04-21,0
CUST-001017,19,19,7,47.57,6,64,IBERIA,2026-04-21,0
CUST-001018,63,50,2,90.16,7,72,DACH,2026-03-29,0
CUST-001019,70,106,9,127.21,4,78,BENELUX,2026-04-18,0
CUST-001020,53,120,4,187.66,6,73,NORDIC,2026-03-31,0
CUST-001021,71,18,10,121.59,7,178,DACH,2026-04-16,1
CUST-001022,45,75,10,91.89,4,13,IBERIA,2026-03-23,0
CUST-001023,60,22,1,52.05,5,42,NORDIC,2026-04-05,0
CUST-001024,47,80,2,52.79,3,116,EE,2026-04-16,1
CUST-001025,67,69,9,156.6,4,135,DACH,2026-04-03,1
CUST-001026,40,86,2,105.26,4,154,NORDIC,2026-04-02,1
CUST-001027,62,75,10,79.93,1,180,IBERIA,2026-03-31,1
CUST-001028,34,38,6,48.93,4,110,EE,2026-04-21,1
CUST-001029,41,4,3,86.24,4,18,BENELUX,2026-03-24,0
CUST-001030,49,113,9,100.88,8,96,NORDIC,2026-04-06,1
CUST-001031,50,114,10,125.43,0,17,IBERIA,2026-04-02,0
CUST-001032,25,88,11,85.79,5,11,IBERIA,2026-03-22,0
CUST-001033,49,6,3,193.3,3,108,NORDIC,2026-03-24,1
CUST-001034,62,6,1,28.46,2,128,NORDIC,2026-03-31,0
CUST-001035,63,10,1,209.73,7,123,IBERIA,2026-04-14,1
CUST-001036,61,35,4,39.87,6,10,DACH,2026-04-14,0
CUST-001037,65,85,8,153.03,4,3,BENELUX,2026-03-27,0
CUST-001038,35,88,6,128.13,1,98,BENELUX,2026-04-06,0
CUST-001039,29,45,12,133.16,4,165,BENELUX,2026-03-25,1
CUST-001040,49,17,11,226.28,8,102,NORDIC,2026-03-23,1
CUST-001041,21,12,7,228.2,5,174,IBERIA,2026-04-05,1
CUST-001042,40,120,6,189.53,8,17,DACH,2026-03-30,0
CUST-001043,61,42,7,34.02,5,106,IBERIA,2026-04-08,1
CUST-001044,54,72,4,113.83,4,11,BENELUX,2026-04-09,0
CUST-001045,18,33,6,148.63,6,163,NORDIC,2026-04-11,1
CUST-001046,22,16,4,63.65,6,29,NORDIC,2026-04-08,0
CUST-001047,34,25,6,233.8,2,33,EE,2026-04-17,0
CUST-001048,43,48,2,154.46,6,155,DACH,2026-03-22,1
CUST-001049,46,19,12,224.61,6,145,EE,2026-03-26,1
CUST-001050,49,98,9,86.48,6,148,IBERIA,2026-04-03,1
CUST-001051,56,97,7,188.78,8,160,DACH,2026-04-03,1
CUST-001052,40,55,3,131.24,3,14,DACH,2026-04-13,0
CUST-001053,54,91,3,57.4,3,99,NORDIC,2026-03-26,1
CUST-001054,34,73,3,70.24,1,108,DACH,2026-04-17,0
CUST-001055,55,62,12,195.04,4,103,DACH,2026-04-06,1
CUST-001056,66,50,10,36.26,3,27,EE,2026-03-25,0
CUST-001057,61,55,11,18.99,3,119,EE,2026-04-10,1
CUST-001058,69,86,7,16.04,5,57,BENELUX,2026-04-16,0
CUST-001059,30,25,6,113.03,0,105,BENELUX,2026-04-01,0
CUST-001060,47,95,6,107.02,5,125,NORDIC,2026-04-16,1
CUST-001061,69,99,2,15.44,8,79,NORDIC,2026-03-24,0
CUST-001062,72,2,12,52.45,0,55,BENELUX,2026-04-21,0
CUST-001063,67,28,9,55.92,2,78,IBERIA,2026-04-12,0
CUST-001064,65,111,6,44.92,6,52,BENELUX,2026-03-27,0
CUST-001065,25,44,9,135.99,6,20,BENELUX,2026-04-21,0
CUST-001066,61,32,7,216.37,8,0,EE,2026-04-11,0
CUST-001067,60,65,2,147.11,6,35,BENELUX,2026-03-23,0
CUST-001068,24,84,11,233.57,1,26,EE,2026-03-28,0
CUST-001069,68,11,10,22.05,7,124,BENELUX,2026-04-01,1
CUST-001070,43,51,4,107.18,6,98,EE,2026-04-12,1
CUST-001071,22,62,11,72.87,2,129,IBERIA,2026-03-22,0
CUST-001072,50,109,5,94.02,5,148,BENELUX,2026-04-15,1
CUST-001073,21,88,12,55.66,7,156,EE,2026-04-13,1
CUST-001074,41,4,4,96.08,3,125,BENELUX,2026-03-31,1
CUST-001075,30,96,3,181.96,1,168,NORDIC,2026-04-17,1
CUST-001076,39,109,7,121.13,7,176,DACH,2026-04-03,1
CUST-001077,70,81,12,73.64,5,12,NORDIC,2026-04-09,0
CUST-001078,21,65,8,200.57,7,142,BENELUX,2026-03-30,1
CUST-001079,27,110,5,214.56,6,84,EE,2026-04-12,0
CUST-001080,22,102,9,98.55,8,154,EE,2026-03-22,1
CUST-001081,50,65,3,228.68,3,129,DACH,2026-04-11,1
CUST-001082,47,16,8,131.71,4,150,NORDIC,2026-04-03,1
CUST-001083,64,12,2,110.93,3,102,NORDIC,2026-04-07,1
CUST-001084,50,53,3,240.31,5,35,IBERIA,2026-04-18,0
CUST-001085,35,108,12,233.3,5,168,DACH,2026-03-24,1
CUST-001086,37,110,9,216.12,2,144,EE,2026-03-28,0
CUST-001087,72,38,12,206.38,3,171,NORDIC,2026-04-07,1
CUST-001088,22,62,12,222.12,6,101,EE,2026-04-04,1
CUST-001089,58,109,6,18.87,6,87,DACH,2026-03-30,0
CUST-001090,41,115,10,96.47,1,178,IBERIA,2026-03-29,1
CUST-001091,27,57,4,147.61,8,48,NORDIC,2026-03-22,0
CUST-001092,69,120,1,232.06,3,98,EE,2026-03-28,1
CUST-001093,58,37,8,22.21,1,39,IBERIA,2026-04-18,0
CUST-001094,32,72,7,23.07,5,171,EE,2026-04-06,1
CUST-001095,26,69,1,172.19,0,112,DACH,2026-03-24,0
CUST-001096,63,110,4,144.38,3,162,EE,2026-04-18,1
CUST-001097,66,9,10,160.18,2,2,IBERIA,2026-03-25,0
CUST-001098,46,62,3,236.89,6,56,BENELUX,2026-04-01,0
CUST-001099,67,57,5,133.27,3,75,IBERIA,2026-04-10,0
CUST-001100,47,54,11,38.65,7,0,DACH,2026-04-10,0
CUST-001101,69,52,5,212.16,5,125,BENELUX,2026-04-03,1
CUST-001102,20,53,6,76.25,7,122,IBERIA,2026-04-15,1
CUST-001103,43,77,5,185.56,3,19,DACH,2026-04-03,0
CUST-001104,45,96,9,168.64,5,69,IBERIA,2026-03-29,0
CUST-001105,51,31,9,115.75,0,90,DACH,2026-04-20,0
CUST-001106,31,109,2,47.1,2,84,EE,2026-03-27,0
CUST-001107,26,23,6,78.95,6,107,IBERIA,2026-03-28,1
CUST-001108,20,66,10,92.02,0,175,DACH,2026-04-12,1
CUST-001109,42,2,2,210.51,1,75,EE,2026-03-27,0
CUST-001110,19,60,2,230.34,0,10,DACH,2026-03-22,0
CUST-001111,31,114,9,134.01,0,115,NORDIC,2026-04-13,0
CUST-001112,58,51,5,186.18,7,59,NORDIC,2026-04-14,0
CUST-001113,32,109,10,164.51,6,146,DACH,2026-04-04,1
CUST-001114,31,78,2,149.97,4,26,NORDIC,2026-03-22,0
CUST-001115,22,74,9,66.47,6,127,DACH,2026-04-15,1
CUST-001116,26,2,11,142.26,5,75,NORDIC,2026-04-01,0
CUST-001117,58,102,2,39.34,2,91,EE,2026-04-01,0
CUST-001118,56,6,5,217.05,3,90,DACH,2026-04-03,0
CUST-001119,54,38,5,29.82,2,169,BENELUX,2026-04-11,1
CUST-001120,57,73,12,207.79,7,159,DACH,2026-03-29,1
CUST-001121,33,88,9,142.42,3,35,IBERIA,2026-03-31,0
CUST-001122,72,54,7,23.52,7,99,IBERIA,2026-03-26,1
CUST-001123,38,22,2,225.14,8,147,NORDIC,2026-04-21,1
CUST-001124,57,83,8,144.27,3,144,EE,2026-04-07,1
CUST-001125,62,37,11,60.69,4,171,EE,2026-04-18,1
CUST-001126,33,66,3,177.28,3,104,EE,2026-03-31,1
CUST-001127,18,27,3,105.43,7,180,IBERIA,2026-04-14,1
CUST-001128,48,66,2,96.84,2,1,NORDIC,2026-04-04,0
CUST-001129,25,11,4,67.46,8,83,DACH,2026-04-19,0
CUST-001130,44,105,1,95.16,7,130,IBERIA,2026-04-09,1
CUST-001131,22,108,10,47.1,7,126,EE,2026-04-04,1
CUST-001132,32,78,1,231.63,2,8,EE,2026-04-07,0
CUST-001133,20,41,6,133.31,7,69,BENELUX,2026-04-14,0
CUST-001134,44,87,1,103.84,0,53,IBERIA,2026-04-05,0
CUST-001135,59,62,3,77.58,1,152,EE,2026-04-06,1
CUST-001136,38,85,6,191.4,2,96,IBERIA,2026-04-19,0
CUST-001137,54,25,7,127.0,6,72,NORDIC,2026-03-30,0
CUST-001138,65,47,5,89.34,1,177,IBERIA,2026-04-10,1
CUST-001139,46,98,12,85.6,2,90,NORDIC,2026-03-31,0
CUST-001140,27,104,6,47.78,8,136,IBERIA,2026-04-01,1
CUST-001141,70,108,9,100.84,0,28,DACH,2026-03-28,0
CUST-001142,38,119,12,116.7,1,28,BENELUX,2026-03-27,0
CUST-001143,22,30,6,123.08,8,88,NORDIC,2026-03-29,0
CUST-001144,59,54,6,29.17,7,9,IBERIA,2026-03-28,0
CUST-001145,56,111,9,62.53,8,2,BENELUX,2026-04-19,0
CUST-001146,45,111,6,180.09,3,66,BENELUX,2026-03-28,0
CUST-001147,45,63,1,73.42,5,130,NORDIC,2026-03-29,1
CUST-001148,30,96,12,71.64,5,96,BENELUX,2026-03-28,1
CUST-001149,37,70,10,243.31,2,62,NORDIC,2026-04-17,0
CUST-001150,21,36,6,33.12,5,115,NORDIC,2026-03-29,1
CUST-001151,26,61,7,60.21,8,163,EE,2026-04-21,1
CUST-001152,35,106,11,188.65,3,42,BENELUX,2026-04-07,0
CUST-001153,60,12,9,190.64,6,28,IBERIA,2026-03-28,0
CUST-001154,42,21,10,234.84,8,161,NORDIC,2026-04-06,1
CUST-001155,58,54,8,20.78,2,55,EE,2026-04-10,0
CUST-001156,53,84,8,191.74,4,120,BENELUX,2026-04-08,1
CUST-001157,30,68,2,202.18,1,146,BENELUX,2026-04-16,0
CUST-001158,67,93,12,241.3,4,23,BENELUX,2026-04-17,0
CUST-001159,29,66,6,71.55,0,100,EE,2026-04-13,0
CUST-001160,41,112,5,95.3,1,128,NORDIC,2026-04-19,0
CUST-001161,28,108,6,141.61,8,156,EE,2026-03-24,1
CUST-001162,34,119,1,27.02,3,21,BENELUX,2026-04-10,0
CUST-001163,30,52,3,133.69,3,7,IBERIA,2026-04-06,0
CUST-001164,37,25,10,17.13,5,170,IBERIA,2026-04-03,1
CUST-001165,41,105,8,38.56,8,97,EE,2026-04-03,1
CUST-001166,26,92,2,60.75,6,167,NORDIC,2026-04-20,1
CUST-001167,72,68,9,110.82,6,44,EE,2026-04-11,0
CUST-001168,31,50,5,117.99,4,160,DACH,2026-03-31,1
CUST-001169,29,88,4,19.77,8,137,BENELUX,2026-03-25,1
CUST-001170,29,47,9,155.52,8,112,NORDIC,2026-04-09,1
CUST-001171,31,60,2,108.2,3,100,BENELUX,2026-04-21,1
CUST-001172,42,110,1,39.23,8,75,BENELUX,2026-03-29,0
CUST-001173,67,51,1,70.37,2,131,BENELUX,2026-03-30,0
CUST-001174,56,114,1,136.15,6,79,NORDIC,2026-03-27,0
CUST-001175,54,114,2,163.44,7,72,IBERIA,2026-03-27,0
CUST-001176,63,31,4,216.73,4,166,DACH,2026-04-14,1
CUST-001177,24,13,7,111.83,0,176,IBERIA,2026-04-08,1
CUST-001178,35,23,6,211.71,2,134,NORDIC,2026-04-19,0
CUST-001179,58,38,6,121.62,0,136,IBERIA,2026-04-17,0
CUST-001180,66,21,2,163.95,5,19,EE,2026-04-12,0
CUST-001181,20,68,7,186.8,6,20,IBERIA,2026-03-29,0
CUST-001182,42,6,1,84.6,0,46,EE,2026-04-21,0
CUST-001183,34,82,10,170.12,1,113,BENELUX,2026-04-05,0
CUST-001184,70,107,3,226.85,1,97,NORDIC,2026-04-19,0
CUST-001185,58,4,8,143.23,6,99,NORDIC,2026-04-11,1
CUST-001186,22,61,7,97.05,3,37,BENELUX,2026-03-23,0
CUST-001187,31,88,9,149.47,4,39,NORDIC,2026-04-13,0
CUST-001188,47,96,2,203.05,4,3,DACH,2026-03-31,0
CUST-001189,51,60,6,20.63,2,157,BENELUX,2026-03-31,1
CUST-001190,58,85,12,22.15,0,88,IBERIA,2026-04-08,0
